file,age,gender,race,brisque_score
train/353.jpg,50-59,Male,East Asian,23.092541133266053
train/360.jpg,10-19,Male,Southeast Asian,42.82347878018592
train/377.jpg,50-59,Female,Latino_Hispanic,27.52321088625169
train/378.jpg,30-39,Male,Southeast Asian,47.717000473409115
train/380.jpg,40-49,Female,White,32.592358119253475
train/387.jpg,30-39,Male,Middle Eastern,28.76510753645036
train/388.jpg,10-19,Female,Black,45.0043070378849
train/389.jpg,30-39,Female,East Asian,13.70433706149035
train/400.jpg,20-29,Male,Black,38.52158078238173
train/401.jpg,40-49,Male,Indian,17.437909015279473
train/403.jpg,30-39,Male,Indian,47.27092489518711
train/410.jpg,20-29,Male,Latino_Hispanic,44.018483672786914
train/415.jpg,30-39,Male,Indian,45.36473939507661
train/417.jpg,3-9,Male,Middle Eastern,49.343705171919936
train/421.jpg,10-19,Male,Southeast Asian,43.74365297965116
train/423.jpg,20-29,Male,Latino_Hispanic,40.14063374355416
train/426.jpg,20-29,Female,Southeast Asian,17.56951704712148
train/430.jpg,20-29,Female,Latino_Hispanic,34.60841267079044
train/431.jpg,20-29,Female,Latino_Hispanic,49.31914110269096
train/432.jpg,60-69,Male,Indian,36.858459844559405
train/438.jpg,20-29,Female,Middle Eastern,22.788301358074676
train/442.jpg,20-29,Female,Latino_Hispanic,23.447917238033114
train/445.jpg,20-29,Female,Indian,30.368751781569443
train/451.jpg,3-9,Female,East Asian,46.9130010109013
train/457.jpg,20-29,Male,Black,38.70944882547221
train/462.jpg,20-29,Female,East Asian,24.894400051551287
train/465.jpg,30-39,Male,East Asian,41.91569468416375
train/468.jpg,3-9,Male,White,37.99493171182141
train/472.jpg,20-29,Male,Middle Eastern,30.799050357002415
train/475.jpg,20-29,Female,White,18.23577453466234
train/476.jpg,20-29,Female,White,29.147529614846206
train/479.jpg,3-9,Female,Latino_Hispanic,40.606826905935776
train/483.jpg,30-39,Male,Middle Eastern,45.35848050972956
train/484.jpg,20-29,Male,Latino_Hispanic,39.68139476734606
train/486.jpg,10-19,Female,Indian,20.65215546385818
train/503.jpg,3-9,Female,Latino_Hispanic,26.399190650959294
train/510.jpg,3-9,Male,East Asian,38.80207027772187
train/512.jpg,10-19,Female,East Asian,16.058866981402815
train/520.jpg,20-29,Male,White,36.306491618358194
train/522.jpg,20-29,Male,Indian,48.77095624279693
train/523.jpg,20-29,Female,White,35.28388905540734
train/526.jpg,40-49,Female,Black,35.99401904149974
train/527.jpg,20-29,Male,Black,24.82455215224283
train/533.jpg,20-29,Female,Black,25.943896553310623
train/535.jpg,30-39,Female,Black,32.62181748754912
train/542.jpg,30-39,Male,Latino_Hispanic,35.98936956143618
train/554.jpg,20-29,Female,Indian,17.863687716763906
train/562.jpg,30-39,Female,Middle Eastern,48.99849448849429
train/563.jpg,10-19,Female,White,30.261091030746428
train/565.jpg,30-39,Male,Black,28.71951518319176
train/577.jpg,30-39,Male,Latino_Hispanic,38.905317039581035
train/580.jpg,20-29,Male,Indian,38.05070021140884
train/584.jpg,40-49,Male,East Asian,31.14054125159484
train/598.jpg,20-29,Male,White,45.06497722516244
train/600.jpg,20-29,Male,Indian,18.209405306764637
train/606.jpg,20-29,Female,Middle Eastern,18.15085159030193
train/607.jpg,3-9,Female,Southeast Asian,34.80467722044406
train/609.jpg,40-49,Male,Black,36.6636699851758
train/610.jpg,40-49,Male,Middle Eastern,46.77523200056996
train/614.jpg,30-39,Female,Latino_Hispanic,15.327143341700063
train/618.jpg,40-49,Male,Southeast Asian,27.83584516159837
train/629.jpg,30-39,Female,Southeast Asian,22.83085566148813
train/635.jpg,3-9,Male,Southeast Asian,12.299122071592793
train/636.jpg,20-29,Female,Indian,35.25703224823039
train/638.jpg,10-19,Female,East Asian,37.43138444208918
train/642.jpg,20-29,Male,Indian,46.54732568232359
train/645.jpg,20-29,Female,Black,44.37471293782639
train/646.jpg,30-39,Male,Latino_Hispanic,43.590963833967834
train/660.jpg,3-9,Male,East Asian,14.141544127659216
train/661.jpg,30-39,Female,Southeast Asian,34.88373167344864
train/667.jpg,20-29,Male,White,30.206598707391297
train/673.jpg,20-29,Female,Indian,48.95111404577639
train/675.jpg,40-49,Female,Black,38.38881550716971
train/681.jpg,20-29,Female,Southeast Asian,37.66831611570589
train/683.jpg,20-29,Female,Southeast Asian,24.54224627540188
train/685.jpg,30-39,Female,Southeast Asian,42.59471642637956
train/695.jpg,40-49,Male,Indian,46.350027085873734
train/698.jpg,10-19,Female,White,33.974110730764295
train/706.jpg,20-29,Male,White,48.760778607844
train/708.jpg,20-29,Male,Latino_Hispanic,44.54468107254863
train/711.jpg,20-29,Female,White,36.09524121157912
train/713.jpg,20-29,Female,Middle Eastern,28.879062389178415
train/714.jpg,60-69,Female,Black,22.86017198072952
train/719.jpg,20-29,Male,White,34.738273950693355
train/720.jpg,more than 70,Female,Southeast Asian,18.96131282153939
train/722.jpg,3-9,Female,Black,23.93971505137844
train/728.jpg,30-39,Female,Southeast Asian,40.0215703611436
train/738.jpg,40-49,Male,Latino_Hispanic,15.180676902135671
train/740.jpg,20-29,Female,Black,47.69420043414058
train/741.jpg,10-19,Female,Latino_Hispanic,48.08871986231961
train/745.jpg,20-29,Female,Southeast Asian,31.229772226566386
train/746.jpg,40-49,Female,Latino_Hispanic,30.442699473057445
train/748.jpg,20-29,Female,East Asian,34.79871441064526
train/753.jpg,20-29,Female,East Asian,38.37860595498816
train/754.jpg,10-19,Male,Middle Eastern,37.890146120369735
train/756.jpg,3-9,Male,Black,43.876021577620776
train/758.jpg,20-29,Female,East Asian,16.408388714771007
train/761.jpg,30-39,Male,East Asian,41.30344763709647
train/764.jpg,30-39,Male,White,36.9962090283004
train/766.jpg,10-19,Female,White,34.36782940863506
train/773.jpg,10-19,Female,Middle Eastern,48.75052727314343
train/780.jpg,30-39,Male,Black,46.97068512348662
train/783.jpg,50-59,Male,Black,13.313019471423758
train/788.jpg,30-39,Female,White,34.79591331765252
train/791.jpg,3-9,Female,White,41.72365247088575
train/796.jpg,30-39,Male,Southeast Asian,41.477778854867864
train/803.jpg,30-39,Female,Black,22.05586365542942
train/815.jpg,20-29,Female,Indian,39.1841978309437
train/818.jpg,30-39,Male,Indian,35.660969727339506
train/819.jpg,50-59,Female,East Asian,38.7992526136247
train/828.jpg,30-39,Male,Black,29.906627602643056
train/829.jpg,30-39,Female,Middle Eastern,48.90460775337735
train/836.jpg,3-9,Male,Southeast Asian,44.15202798567381
train/840.jpg,3-9,Male,Middle Eastern,39.22660097063303
train/842.jpg,3-9,Male,Black,48.38869837980994
train/846.jpg,40-49,Male,Indian,20.37529535790938
train/848.jpg,10-19,Female,White,5.728053548601309
train/851.jpg,20-29,Male,Black,47.62569628799858
train/852.jpg,20-29,Female,Black,26.40398110326234
train/854.jpg,30-39,Female,Indian,27.90938146120763
train/858.jpg,40-49,Male,Indian,39.06562162651037
train/864.jpg,30-39,Female,East Asian,30.362075709729396
train/865.jpg,10-19,Male,Black,28.915272710341668
train/872.jpg,20-29,Female,Latino_Hispanic,34.9772024399758
train/877.jpg,20-29,Female,Southeast Asian,36.22286774244069
train/881.jpg,50-59,Female,East Asian,48.29733078665774
train/882.jpg,50-59,Female,Middle Eastern,43.44460863204105
train/887.jpg,30-39,Male,Southeast Asian,26.266820427627607
train/891.jpg,40-49,Female,Middle Eastern,15.78814583655705
train/897.jpg,40-49,Female,Black,45.222558632148065
train/900.jpg,40-49,Female,Latino_Hispanic,48.768442628250995
train/903.jpg,40-49,Male,White,43.414595035905535
train/906.jpg,40-49,Female,Southeast Asian,45.39679676020452
train/908.jpg,10-19,Female,Middle Eastern,28.54933181917815
train/910.jpg,20-29,Female,East Asian,32.02898726109808
train/913.jpg,20-29,Male,Latino_Hispanic,42.84811271417309
train/923.jpg,30-39,Male,Black,44.668242725251474
train/924.jpg,3-9,Female,Southeast Asian,34.67213497630766
train/934.jpg,20-29,Female,Latino_Hispanic,16.924039614445718
train/936.jpg,20-29,Female,Southeast Asian,34.552009623145494
train/937.jpg,50-59,Female,Latino_Hispanic,33.579109658522356
train/943.jpg,20-29,Female,East Asian,34.902361210629095
train/949.jpg,30-39,Female,East Asian,28.749443136667395
train/950.jpg,20-29,Male,White,33.52603539659205
train/968.jpg,20-29,Female,Middle Eastern,15.527793379276062
train/971.jpg,30-39,Male,East Asian,16.386518205061833
train/976.jpg,50-59,Female,Black,19.726700934249237
train/979.jpg,20-29,Male,White,34.44578804114994
train/985.jpg,30-39,Female,Latino_Hispanic,48.25565407441693
train/986.jpg,40-49,Female,East Asian,37.026985606666784
train/987.jpg,20-29,Male,Black,10.846028806210342
train/994.jpg,40-49,Male,Black,47.19160517125076
train/996.jpg,10-19,Male,Southeast Asian,40.92089493916566
train/998.jpg,30-39,Female,Indian,42.02781983642373
train/1011.jpg,40-49,Female,East Asian,26.962273949010267
train/1012.jpg,30-39,Female,Black,41.98115580478063
train/1015.jpg,60-69,Female,East Asian,32.61109068237576
train/1023.jpg,30-39,Female,Latino_Hispanic,44.70724380643034
train/1027.jpg,3-9,Male,Southeast Asian,35.27189627977597
train/1029.jpg,20-29,Male,Black,38.53071594777313
train/1036.jpg,20-29,Male,East Asian,41.55921914335997
train/1037.jpg,10-19,Female,White,24.51504206639774
train/1041.jpg,30-39,Female,Middle Eastern,44.88478333165105
train/1042.jpg,3-9,Male,Southeast Asian,35.13573957399214
train/1054.jpg,20-29,Female,Indian,15.237656978598096
train/1055.jpg,20-29,Female,Indian,7.190662842006731
train/1057.jpg,20-29,Male,Southeast Asian,48.81401023978444
train/1067.jpg,30-39,Female,Indian,49.452610961704266
train/1068.jpg,50-59,Male,Black,44.47057369115575
train/1069.jpg,20-29,Male,Southeast Asian,4.692715384039474
train/1070.jpg,20-29,Female,White,43.427077488248614
train/1071.jpg,50-59,Male,Black,34.13944848886351
train/1074.jpg,20-29,Female,Indian,43.76407721784082
train/1076.jpg,20-29,Male,Indian,49.03563323944647
train/1084.jpg,3-9,Male,Black,46.5617226626816
train/1086.jpg,30-39,Male,White,27.636372564985063
train/1087.jpg,40-49,Male,Middle Eastern,39.43820642918101
train/1105.jpg,30-39,Male,East Asian,46.938189158077506
train/1115.jpg,30-39,Female,Latino_Hispanic,20.155387323658687
train/1117.jpg,0-2,Female,East Asian,37.47921325890158
train/1121.jpg,20-29,Female,Southeast Asian,33.799617985401
train/1125.jpg,10-19,Female,East Asian,30.4915002722216
train/1126.jpg,30-39,Female,White,48.891976686055585
train/1127.jpg,30-39,Female,East Asian,42.52119240917156
train/1128.jpg,20-29,Female,Indian,32.018464252926805
train/1133.jpg,30-39,Male,White,28.474758985688567
train/1137.jpg,60-69,Male,White,44.29662468860326
train/1138.jpg,20-29,Female,Latino_Hispanic,15.530446158876856
train/1139.jpg,40-49,Female,East Asian,27.795809034597113
train/1142.jpg,3-9,Male,Indian,45.706589754424584
train/1144.jpg,0-2,Female,White,46.45284404251535
train/1163.jpg,10-19,Male,Black,49.036147641425686
train/1169.jpg,3-9,Female,Black,12.06859833016162
train/1172.jpg,20-29,Female,Black,48.94341756112837
train/1178.jpg,20-29,Male,White,48.91879902108323
train/1180.jpg,10-19,Female,Southeast Asian,34.119468706881634
train/1181.jpg,10-19,Male,Indian,17.382018911658378
train/1186.jpg,10-19,Female,Southeast Asian,22.427796472826884
train/1196.jpg,30-39,Male,White,19.81531140891522
train/1197.jpg,3-9,Male,White,36.76175439310347
train/1204.jpg,20-29,Male,Indian,43.122162630836755
train/1211.jpg,20-29,Male,East Asian,49.96234171626358
train/1212.jpg,0-2,Male,Black,36.11710243484478
train/1218.jpg,3-9,Male,Southeast Asian,35.16047595980828
train/1225.jpg,50-59,Female,Latino_Hispanic,22.69335956128154
train/1226.jpg,20-29,Female,Black,39.91923944183347
train/1229.jpg,more than 70,Female,Indian,32.171863872443936
train/1234.jpg,20-29,Male,White,33.28239479053693
train/1236.jpg,3-9,Male,East Asian,44.26726065933846
train/1237.jpg,30-39,Male,Middle Eastern,37.59578466384821
train/1239.jpg,30-39,Female,East Asian,48.3975514365645
train/1243.jpg,10-19,Female,Indian,47.75657667155494
train/1244.jpg,10-19,Male,Latino_Hispanic,14.523851933440229
train/1247.jpg,20-29,Male,Black,23.61079597516502
train/1248.jpg,10-19,Female,Latino_Hispanic,38.15851974401423
train/1249.jpg,50-59,Female,Latino_Hispanic,31.633087635239207
train/1251.jpg,10-19,Male,Indian,45.62008202227818
train/1256.jpg,20-29,Female,Indian,41.24707993997956
train/1261.jpg,3-9,Female,Indian,27.91507081142001
train/1262.jpg,30-39,Female,Black,22.79850043667122
train/1264.jpg,0-2,Male,Latino_Hispanic,39.022160292774714
train/1266.jpg,20-29,Male,East Asian,31.414506573148827
train/1267.jpg,10-19,Male,Black,48.39884896141868
train/1271.jpg,40-49,Male,Latino_Hispanic,43.577904626655
train/1273.jpg,40-49,Female,Middle Eastern,45.27660449971083
train/1281.jpg,20-29,Male,White,46.87605465712781
train/1283.jpg,30-39,Female,Indian,48.513742482144806
train/1290.jpg,30-39,Male,Black,42.58284385483293
train/1291.jpg,30-39,Male,Latino_Hispanic,38.69581012766841
train/1301.jpg,20-29,Female,White,37.88268923561074
train/1306.jpg,60-69,Male,Latino_Hispanic,41.28528274681295
train/1307.jpg,30-39,Male,Indian,39.088115159403486
train/1309.jpg,40-49,Male,Latino_Hispanic,21.857755996717714
train/1313.jpg,30-39,Female,Indian,20.087186043324635
train/1314.jpg,10-19,Male,Southeast Asian,23.351980694342927
train/1317.jpg,20-29,Female,Black,47.46809868749071
train/1318.jpg,20-29,Female,East Asian,5.398755308463677
train/1321.jpg,10-19,Male,Latino_Hispanic,44.644921221867406
train/1325.jpg,20-29,Male,Southeast Asian,40.00882970060477
train/1329.jpg,20-29,Male,Black,46.625781976333855
train/1330.jpg,40-49,Female,Indian,26.76373901163308
train/1333.jpg,20-29,Female,Indian,46.78144949897043
train/1337.jpg,20-29,Male,White,36.183440033388
train/1340.jpg,20-29,Male,White,43.37007762755886
train/1343.jpg,20-29,Female,White,47.296973721460034
train/1344.jpg,20-29,Male,East Asian,16.046795429024968
train/1351.jpg,30-39,Male,East Asian,46.949930033923664
train/1360.jpg,10-19,Female,Latino_Hispanic,23.9626534213846
train/1361.jpg,30-39,Male,Middle Eastern,40.90377769038432
train/1363.jpg,20-29,Female,Middle Eastern,33.512434484890804
train/1364.jpg,20-29,Male,East Asian,33.090038516676685
train/1365.jpg,20-29,Male,Middle Eastern,49.70122096819452
train/1371.jpg,20-29,Female,White,0.1876003069416754
train/1373.jpg,40-49,Male,Black,33.05463182223204
train/1374.jpg,40-49,Male,Middle Eastern,47.16365782027171
train/1375.jpg,50-59,Female,White,46.61722537506532
train/1377.jpg,3-9,Female,Black,45.13065350168219
train/1380.jpg,40-49,Male,Indian,38.76493032087976
train/1386.jpg,40-49,Male,White,25.09939656769413
train/1387.jpg,40-49,Female,Black,32.46061007380442
train/1390.jpg,20-29,Female,White,45.903351851734186
train/1396.jpg,10-19,Female,East Asian,1.8385776835709464
train/1398.jpg,3-9,Female,Black,30.14604673631831
train/1399.jpg,30-39,Female,Latino_Hispanic,38.68147489384293
train/1401.jpg,20-29,Male,Latino_Hispanic,40.63831029187415
train/1402.jpg,40-49,Male,Southeast Asian,43.65165409839139
train/1405.jpg,20-29,Male,Latino_Hispanic,40.63166486703605
train/1408.jpg,3-9,Female,East Asian,31.84564952591492
train/1409.jpg,10-19,Male,Indian,36.14937294663875
train/1419.jpg,30-39,Male,East Asian,37.13079443890248
train/1423.jpg,40-49,Male,Black,35.925012381775304
train/1425.jpg,10-19,Male,Black,21.38151602728587
train/1429.jpg,0-2,Male,White,49.85925117103042
train/1430.jpg,40-49,Male,East Asian,44.10918657619979
train/1439.jpg,20-29,Female,East Asian,47.97920258761471
train/1440.jpg,30-39,Male,White,47.68857179261326
train/1443.jpg,20-29,Female,Southeast Asian,36.29032331658411
train/1444.jpg,40-49,Male,Latino_Hispanic,45.175731179196845
train/1446.jpg,40-49,Female,Latino_Hispanic,31.474735161257485
train/1447.jpg,3-9,Male,Southeast Asian,44.89868499773158
train/1448.jpg,30-39,Male,Indian,48.21900310833664
train/1449.jpg,10-19,Male,Indian,47.75996929908362
train/1450.jpg,30-39,Female,Black,30.387125222315007
train/1451.jpg,50-59,Female,Southeast Asian,38.120495085599686
train/1455.jpg,3-9,Male,Black,29.68548373515816
train/1457.jpg,10-19,Male,East Asian,7.997802741748018
train/1460.jpg,20-29,Male,Southeast Asian,49.22225385068279
train/1467.jpg,20-29,Male,Black,47.28000118150814
train/1468.jpg,10-19,Male,Latino_Hispanic,44.8277074278046
train/1473.jpg,30-39,Male,East Asian,45.9593962817423
train/1476.jpg,30-39,Male,Black,45.21198600882846
train/1482.jpg,20-29,Female,White,35.89989949084665
train/1484.jpg,0-2,Male,Black,28.975715362625778
train/1486.jpg,30-39,Female,Southeast Asian,12.70738937782582
train/1494.jpg,50-59,Male,Southeast Asian,35.34028294227218
train/1495.jpg,20-29,Male,Middle Eastern,45.65192900095414
train/1497.jpg,30-39,Female,Southeast Asian,43.54361807784264
train/1498.jpg,30-39,Male,Black,44.35026165516203
train/1501.jpg,20-29,Female,Southeast Asian,47.34288662589571
train/1507.jpg,3-9,Male,Latino_Hispanic,45.28492450142741
train/1510.jpg,20-29,Female,Black,40.17997844024805
train/1513.jpg,30-39,Female,Indian,29.579002810484525
train/1521.jpg,30-39,Male,East Asian,18.461181666489864
train/1524.jpg,20-29,Male,Latino_Hispanic,19.4905251566872
train/1527.jpg,20-29,Male,Southeast Asian,47.129061331684824
train/1528.jpg,50-59,Male,East Asian,37.58865384339262
train/1530.jpg,20-29,Male,Latino_Hispanic,8.212528901449872
train/1531.jpg,10-19,Female,Indian,44.442663133970854
train/1533.jpg,40-49,Female,White,13.647756503288036
train/1534.jpg,20-29,Male,Indian,32.46411895005687
train/1537.jpg,40-49,Female,Latino_Hispanic,45.3130991686655
train/1542.jpg,20-29,Male,Indian,42.84112196472208
train/1543.jpg,20-29,Female,Middle Eastern,39.85498864758185
train/1549.jpg,30-39,Male,Latino_Hispanic,24.746584789135085
train/1550.jpg,20-29,Male,Southeast Asian,37.731469143396424
train/1555.jpg,10-19,Female,East Asian,46.465876618770125
train/1556.jpg,20-29,Male,White,2.1531918260668306
train/1558.jpg,20-29,Female,East Asian,15.726135492748398
train/1561.jpg,10-19,Female,East Asian,21.91513689842097
train/1563.jpg,20-29,Female,White,46.76057538096367
train/1565.jpg,10-19,Female,Indian,15.305342739681436
train/1567.jpg,30-39,Male,Indian,40.460730907829856
train/1574.jpg,20-29,Male,White,5.4582802692477514
train/1577.jpg,30-39,Male,Southeast Asian,33.93241667907088
train/1582.jpg,20-29,Female,East Asian,29.74087656461117
train/1583.jpg,3-9,Male,Southeast Asian,27.606778718941055
train/1587.jpg,40-49,Female,White,38.64947848519657
train/1589.jpg,20-29,Female,Latino_Hispanic,21.83213594682067
train/1593.jpg,10-19,Male,Indian,44.39735176300448
train/1595.jpg,50-59,Female,Middle Eastern,45.57499425491616
train/1604.jpg,20-29,Female,Black,39.99992236545651
train/1611.jpg,10-19,Male,Middle Eastern,49.192447145424666
train/1613.jpg,20-29,Female,Middle Eastern,32.12962899025317
train/1618.jpg,20-29,Male,White,22.473601092985263
train/1621.jpg,20-29,Female,White,13.266733135637963
train/1624.jpg,30-39,Male,White,49.91210265214224
train/1631.jpg,30-39,Male,Latino_Hispanic,24.813424465965653
train/1633.jpg,20-29,Female,Black,28.842761133207404
train/1638.jpg,20-29,Female,Black,49.844274723370035
train/1640.jpg,10-19,Female,Latino_Hispanic,35.70055145854323
train/1642.jpg,20-29,Male,Black,47.44649424384872
train/1643.jpg,3-9,Female,Indian,34.899937044682446
train/1651.jpg,20-29,Male,East Asian,44.02407977174127
train/1655.jpg,10-19,Female,Latino_Hispanic,21.216260951499834
train/1656.jpg,10-19,Female,Middle Eastern,46.10248440264169
train/1658.jpg,3-9,Male,Middle Eastern,41.83407161913848
train/1660.jpg,60-69,Male,Indian,40.233703759016606
train/1661.jpg,30-39,Female,Indian,46.99962695655242
train/1664.jpg,3-9,Female,Black,32.81739418607205
train/1666.jpg,3-9,Female,Black,34.578454156861625
train/1668.jpg,20-29,Female,Southeast Asian,27.014995940263105
train/1677.jpg,20-29,Female,Middle Eastern,38.26523774227164
train/1678.jpg,10-19,Male,Middle Eastern,46.46546345040289
train/1687.jpg,20-29,Female,Middle Eastern,24.316142826296044
train/1688.jpg,3-9,Female,White,36.74793410675076
train/1690.jpg,30-39,Female,East Asian,32.554182763847365
train/1693.jpg,20-29,Female,Middle Eastern,44.099324583163906
train/1697.jpg,20-29,Female,White,44.88145709272496
train/1698.jpg,20-29,Male,Latino_Hispanic,31.35257848435569
train/1710.jpg,30-39,Female,Middle Eastern,23.641607514734204
train/1711.jpg,20-29,Male,East Asian,36.74642682272699
train/1715.jpg,30-39,Female,White,20.640560256221505
train/1716.jpg,20-29,Female,East Asian,46.58588769264472
train/1721.jpg,20-29,Male,White,47.267278467522345
train/1722.jpg,10-19,Male,White,47.90063425900334
train/1724.jpg,20-29,Male,Southeast Asian,20.996730164227955
train/1729.jpg,20-29,Male,White,46.72332791398978
train/1735.jpg,30-39,Female,Indian,44.76589731853775
train/1746.jpg,30-39,Female,Black,44.74239932938164
train/1749.jpg,20-29,Male,Southeast Asian,47.28678052812504
train/1754.jpg,3-9,Female,White,16.806791687594085
train/1755.jpg,30-39,Female,Southeast Asian,28.78432731680252
train/1759.jpg,30-39,Female,Middle Eastern,42.75842651176091
train/1765.jpg,20-29,Female,Middle Eastern,39.92478106325254
train/1767.jpg,20-29,Male,Southeast Asian,39.345901968720426
train/1773.jpg,20-29,Female,Indian,40.08574155357266
train/1774.jpg,20-29,Male,Latino_Hispanic,48.8378253621747
train/1778.jpg,10-19,Female,Black,24.519557449672646
train/1787.jpg,30-39,Male,Southeast Asian,43.8709784678592
train/1800.jpg,20-29,Female,Latino_Hispanic,24.560656904154456
train/1807.jpg,40-49,Male,East Asian,-5.95851528878373
train/1809.jpg,30-39,Female,Black,41.467923924152245
train/1810.jpg,40-49,Female,Middle Eastern,22.08027695231496
train/1811.jpg,10-19,Male,Middle Eastern,45.39442667658042
train/1814.jpg,3-9,Male,White,39.88420011577793
train/1821.jpg,20-29,Female,Black,19.9042953392038
train/1823.jpg,10-19,Male,East Asian,47.70511256297479
train/1830.jpg,10-19,Female,Southeast Asian,39.42275981697705
train/1832.jpg,50-59,Male,Middle Eastern,34.12963563885839
train/1838.jpg,10-19,Male,White,37.17523356342801
train/1843.jpg,20-29,Female,Middle Eastern,30.396159656537037
train/1847.jpg,20-29,Female,Black,38.28384755336057
train/1848.jpg,10-19,Female,Latino_Hispanic,18.954723622783348
train/1861.jpg,20-29,Male,White,41.41434130770969
train/1862.jpg,20-29,Female,Black,39.13515678158521
train/1882.jpg,40-49,Female,Middle Eastern,44.93810038944932
train/1885.jpg,10-19,Female,Black,27.3124979390511
train/1893.jpg,3-9,Female,White,37.32147291935664
train/1898.jpg,3-9,Male,Indian,46.53364999120069
train/1903.jpg,40-49,Female,East Asian,47.5111107147479
train/1921.jpg,20-29,Female,Indian,25.381984252603814
train/1927.jpg,40-49,Male,East Asian,43.524211210812354
